DATE_TIME,POST
2023-12-28 03:57:17,그래서 진지하게 이 멤버로 챔스우승가능?
2023-12-28 03:56:40,씨발 2천원짜리 쳐사는데 뭔 오만원권 쳐내밈
2023-12-28 03:54:53,미토마 아컵때 복귀라던 일뽕들어디감ㅋㅋㅋ
2023-12-28 03:54:07,나만 맴시티 보려고 기다림?
2023-12-28 03:53:33,요즘은 피시방인지 분식집인지 카페인지 헷갈림
2023-12-28 03:52:49,일본 아시안컵에서 미토마 말고 또 누구빠지냐?
2023-12-28 03:50:12,4시 반에 경기있냐?
2023-12-28 03:49:38,받아들이기 힘든 사실
2023-12-28 03:49:31,아니 미토마 이새끼 국대에서도 별로라니까 ㅋㅋㅋ
2023-12-28 03:49:30,법문 소화할때가 행복하기는 한데 에너지 소모가 크네
2023-12-28 03:48:19,오늘 EPL결과 예측
2023-12-28 03:47:24,대희찬 오늘도 혼자 워스트 예정
2023-12-28 03:46:07,이선균 결혼날짜가 노무현 자살날짜랑 똑같네 ㅎㄷㄷ
2023-12-27 06:17:59,앰창포드 특
2023-12-27 06:17:28,솔직히 파울아님 공을 한참 전에 건드림
2023-12-27 06:17:21,대밀신 ㅋㅋㅋㅋㅋ
2023-12-27 06:17:18,텐하흐 대가리 에일리언 닮지 않음?
2023-12-27 06:17:16,브페 발목힘ㄷㄷㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-12-27 06:17:14,축구도 나눠야함
2023-12-27 06:17:08,이건 래쉬포드가 걍 피해준거 같은데 ㅋㅋ;
2023-12-27 06:17:06,좆페밖에없다 ㄹㅇ
2023-12-27 06:17:01,에 멜 신 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-12-27 06:17:00,와 잘막노 ㅋㅋㅋㅋ
2023-12-27 06:16:48,개좆포드 참교육 ㅅㅅ
2023-12-27 06:16:46,에밀신 태클 클린한거보소
2023-12-27 06:16:45,맹구새끼들 브페테클도 노카드인데
2023-12-27 06:16:44,에릭센 안타깝노
2023-12-27 06:16:41,저건 반칙도 아닌데 ㄹㅇ
2023-12-27 06:16:38,공못잡을거 같으면 지가 빼야지 ㅋㅋ
2023-12-27 06:16:36,살짝 피했네 ㅋㅋㅋㅋㅋ
2023-12-27 06:16:31,제동이 죽은척....jpg
2023-12-27 06:16:30,발 높게 들고 들어온것도 아니고 볼터치한게 먼저라서
2023-12-27 06:16:28,스터드로 찍은거도 아니고 공도 걷어냈는데 퇴장 ㅇㅈㄹ ㅈ맹구년들ㅋㅋㅋㅋ
2023-12-27 06:16:27,에밀신이 공을 먼저 확실하게 찼네
2023-12-27 06:16:24,공을 먼저 쳐내든 아니든 골키퍼가 저위
2023-12-27 06:16:22,존나 개깊은데 뭔 클린이지랄ㅋㅋㅋ
2023-12-27 06:16:21,래쉬포드가 반칙한거지 
2023-12-27 06:16:16,래쉬포드는 발목 좀 돌려야 될거 같긴함
2023-12-27 06:16:14,에밀신 지리노
2023-12-27 06:16:07,공 건드린거랑 별개로 좀 위험하긴 했네
2023-12-27 06:16:06,제동발목을~ 돌려~
2023-12-27 06:16:04,회이룬 오프더볼이 윙어 죽이는거임 그냥 ㅋㅋ
2023-12-27 06:16:02,어차피 옵사 시발련들아 
2023-12-27 06:16:01,ㄴㄴㄴ 깊엇음 골키퍼가 개깊엇음 위험한태틀간주임
2023-12-27 06:16:00,아르헨 종특발동 ㅋㅋㅋㅋ
2023-12-27 06:15:59,공 터치먼저해도 저거 퇴장맞음 ㅋㅋ
2023-12-27 06:15:58,클린인데?
2023-12-27 06:15:57,저 구토새끼 뻔뻔한표정ㅋㅋ
2023-12-27 06:15:54,걍 심판이 대머리 싫어하는구만 ㅋㅋ
2023-12-27 06:15:53,태클 개깔끔하네
2023-12-27 06:15:52,응 공먼저 건드렸어  정상판정ㅇㅇ
2023-12-27 06:15:51,걍 존나 잘걷어냈는데 뭔 퇴장ㅋㅋㅋㅋ
2023-12-27 06:15:50,방금자) 에밀신 슈퍼태클..gif
2023-12-27 06:15:48,공 건드리면 사람 죽여도 되냐?????????
2023-12-26 14:21:05,해충갤 손까 새끼들은 정신병 걸릴만한거 이해함
2023-12-26 14:20:57,나 무당인데 메시 1년내로 끔찍하게 죽음
2023-12-26 14:20:50,손까들은 국대우승보다 손흥민이 까는게 우선이네 ㅋㅋㅋ
2023-12-26 14:20:31,무궁화 꽃이 피었습니다
2023-12-26 14:20:24,앰창단들 또 이번엔 영어 못한다고 억까 시작 중 ㅋㅋㅋㅋ
2023-12-26 14:20:12,아시안컵 떨어져라 기도를왜함 손뽕새끼야ㅋㅋ
2023-12-26 14:20:07,손흥민은 그냥 축구선수로 안보임 외교관임ㅇㅇ
2023-12-26 14:19:59,김민재 무서운게 이제 시작이라는 점이지
2023-12-26 14:19:47,짜이 메시 넘을수있냐?
2023-12-26 14:19:27,218이하고 59는 알바확정이다
2023-12-26 14:19:26,님들은 조기축구 해봄?
2023-12-26 14:19:17,홀란드는 분데스 득점왕을 해본적이 없다
2023-12-26 14:19:12,방금 보이스피싱 왔는데
2023-12-26 14:19:09,김민재는 무서운게 이제 시작이란거임
2023-12-26 14:19:06,근데 손흥민 개인기만 연습 했다지 않았음?
2023-12-26 14:18:55,이거 대버지 포스에 지린거임???
2023-12-26 14:18:46,아 영어를 못하는데 축구를 잘하네
2023-12-26 14:18:42,1년도 안뛴 김민재를 이탈리아에서는 극찬을 하는데
2023-12-26 14:18:41,걍 왕따임
2023-12-26 14:18:06,아시안컵에 제발 한국떨어져라 기도할 손까들 상상만해도 웃음벨 ㅋㅋㅋ
2023-12-26 14:18:00,솔직히 김민재처럼 영어못하는 무식한 해외파 본적 없음......
2023-12-26 14:17:59,손뽕새끼들은 축구 보지마라 그냥 ㅋㅋㅋㅋㅋㅋㅋ
2023-12-26 14:17:43,중졸 손흥민은 3개 국어하는데 학벌 좋은 김민재는 왜 영어도 못 함?
2023-12-26 14:17:35,ㅇㅇ그려 24시간 워리어짓 ㅎㅇㅌㅋㅋㅋㅋ 그저 손뽕신앙수호대
2023-12-26 14:17:34,버스 알바떨거지들 
2023-12-26 14:17:14,놀이기구못탄다고 여자애들이 무시하는데 어떻게해야함?
2023-12-26 14:16:42,[공포/기괴] 투명인간..gif
2023-12-26 14:16:41,런던수도가  영국이였냐 이제알았음
2023-12-26 14:16:19,내 화력 >> 버스 알바떨거지들화력
2023-12-26 14:16:10,조끼패딩 개편하노
2023-12-26 14:16:04,손흥민은 그냥 누워서 명상하다가 일어나서 우승거부했음
2023-12-26 14:15:54,민재앙 대가리로 빠는건 뭐하는새끼들이냐
2023-12-26 14:15:50,앰창단들 ㅂㅅ들 화력 안되니깐 알바 ㅇㅈㄹㅋㅋㅋㅋ
2023-12-26 14:15:33,그냥 살기 vs 오늘 죽는대신 개메좆이 끔찍하게 죽음
2023-12-26 14:15:11,"이강인,김민재 까던 앰창단들 도망가는 이유가 뭐임?"
2023-12-26 14:14:28,이 병신새끼는 자기소개하네 ㅋㅋ
2023-12-26 14:14:24,김민재 나중에 우파마냥 호러쇼 나올거같아서 걱정
2023-12-26 14:14:19,김민재는 은퇴하고 감독해야지 원래 감독은 공격수보다 수비수 출신이 더잘해
2023-12-26 14:14:18,남녀사이 질문
2023-12-26 14:13:59,앰창단씨발 ㅋㅋㅋ 내글보고 발작일으켜서
2023-12-26 14:13:50,아시안컵은 김민재 때문에 걱정임
2023-12-26 14:13:07,"김민재, 나폴리역사상 최고의 수비수"
2023-12-26 14:13:03,그냥살기vs 500만원받기 (대신 개메좆 사망)
2023-12-26 14:12:58,운동선수 학벌은 의미가 없지 않냐
2023-12-26 14:12:45,"앰창단들 김민재,이강인 까는 이유가 열등감인 이유"
2023-12-26 14:12:44,손흥민은 그냥 누워서 챔스보다가 우승거부했음
2023-12-25 10:28:38,솔직히 말해서 순수재미로는 토트넘이 원탑임
2023-12-25 10:28:33,황희찬 이새끼 진짜 실망이네
2023-12-25 10:28:09,손흥민 이강인 나이대에 몸값 15m이었노
2023-12-25 10:28:03,리버풀은 아스날전 중원이 베스트임?
2023-12-25 10:27:50,엠창단들 찐따같은 글써놓고 김민재 이강인사진 올리네
2023-12-25 10:27:36,근데 손흥민이 확실히 월클이긴 한가봄
2023-12-25 10:27:15,찬밥이 나이 서른 넘으면 몸값 얼마할거같냐
2023-12-25 10:26:48,나폴리는 근데 진짜 김민재빨이었네 국뽕이 아니라
2023-12-25 10:26:26,여기서 장원영이니 카리나니 옘병떨지들말고
2023-12-25 10:26:22,전세계 그 어떤 감독한테 물어봐도
2023-12-25 10:25:46,엠창단 빨간날 아침부터 피싸네
2023-12-25 10:25:07,아침에 일찍 일어나서 모텔가에 커플들 구경하러 나왔다 ㅇㅇ
2023-12-25 10:24:59,오리에로 떠넘겼을때 존나 웃겼지 ㅇㅇ
2023-12-25 10:24:50,남자는 잘생겨도 여자못사귀는 케이스 많이봄
2023-12-25 10:24:47,루니는 근데 10년 넘게 pl 뛰어도 날두보다 아래네
2023-12-25 10:24:39,엠창단들 왜 이렇게 나대냐 ㅋㅋ
2023-12-25 10:24:33,클롭 일본선수 3명쓸동안 한명을 안쓰네
2023-12-25 10:24:02,념글저격) 수비수가 몸통박치기 원툴포지션이라고?
2023-12-25 10:23:33,확실한 건 손흥민과 김민재는 물과 기름같은 사이라는거지
2023-12-25 10:23:17,와 이거 심각하다
2023-12-25 10:23:16,크리스마스에 젖닌분들은 여자친구랑현생사는데
2023-12-25 10:23:05,"일본 음식이 지리는게, 내가 배달하는데 ,,"
2023-12-25 10:22:41,솔직히 마갤돌아다니면 재밌는데 유독 한 갤러리만
2023-12-25 10:22:20,김민재는 월클이다!!!!
2023-12-25 10:22:15,경찰 13만명에 여경 5만이면
2023-12-25 10:22:03,엔도 수비력은 어떤 편임?
2023-12-25 10:21:45,솔직히 앙고는 발목 부러질만 했음
2023-12-25 10:21:29,손뽕들 가스라이팅 완전 심함 ㅇㅇ
2023-12-25 10:21:16,밥줌마식 계산으로 하면 이강힐 몸값 220억ㅋㅋㅋㅋㅋ
2023-12-25 10:21:11,정보)엔도 와타루의 등번호 3번은 주전 수비수 번호
2023-12-25 10:20:32,장원영이 귀여운 토끼라면 카리나는 시크한 고양이
2023-12-25 10:20:29,사실상 흥민이는 잘못없지 ㅋㅋㅋㅋㅋㅋ
2023-12-25 10:19:12,한중일 중 가장 맛없는게 한국음식임 ㄷㄷ
2023-12-25 10:18:25,사람은 속한 환경이 중요하다는걸 케인보면 알 수 있음
2023-12-25 10:18:12,김민재는 손흥민한테 왜 까분건지 모르겠음
2023-12-25 10:18:10,난 김채원 좋아하는데?
2023-12-25 10:17:52,황희찬은 소시지의 오야르사발인데
2023-12-25 10:17:49,손흥민이 92년생중에 몸값 2원데 ㅋㅋㅋㅋㅋㅋ
2023-12-25 10:17:15,루니는 pl의 상징이라면서 호날두보다 순위 낮네
2023-12-25 10:17:12,근데  드볼 손오공은 좋은 아빠라고 보긴 힘듬?
2023-12-25 10:16:56,크리스마스 아침부터 한다는게 디시에서 아이돌 빨기 시발 ㅋ
2023-12-25 10:16:27,일본새끼들 몸값이야 뻥튀기고
2023-12-25 10:16:20,솔직히 말해서 순수재미로는 토트넘이 원탑임
2023-12-25 10:16:14,병신 둘이  손흥민 김민재 보다 높다는건 일본애들도  창피해 할듯ㅋㅋ
2023-12-25 10:15:45,아이돌의 아이돌
2023-12-25 10:15:30,쿠보  미토마 ㅋㅋㅋㅋㅋ  어처구니  잡지사 원본 주소 아는분
2023-12-25 10:15:19,한국 여자 투탑
2023-12-25 10:14:50,케인이 해준게 얼마나 많은데 ㅋㅋㅋㅋㅋㅋㅋ
2023-12-24 22:22:48,좆노잼이네 진짜 ㅋㅋㅋㅋㅋ
2023-12-24 22:22:45,병신 vs 병신 ㅋㅋㅋㅋㅋㅋㅋㅋ
2023-12-24 22:22:44,어따차냐 ㅋㅋ
2023-12-24 22:22:43,잭슨<--빅클럽 간 손흥민 ㅋㅋㅋ
2023-12-24 22:22:42,드록바 시절이라면 저거 논스톱 때렸는데
2023-12-24 22:22:31,흑버기 ㅋㅋㅋ
2023-12-24 22:22:27,저긴 팀이 아니다 ㅋㅋㅋㅋㅋ
2023-12-24 22:22:24,손흑민 뭐노 ㅋㅋ
2023-12-24 22:22:22,앰창터치 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-12-24 22:22:20,스털링이 독박축구하는 쓰레기팀
2023-12-24 22:22:16,진짜 터치 재앙이다 ㅋㅋㅋㅋ
2023-12-24 22:22:13,잭쏘니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-12-24 22:22:12,프리킥 희찬이 줘라
2023-12-24 22:22:08,흑흥민 ㅋㅋㅋㅋㅋㅋㅋㅋ
2023-12-24 22:22:07,시발새끼 잭슨 아니랄까봐 스릴러 뮤비 찍노
2023-12-24 22:22:02,저걸 못받아쳐먹네ㅋㅋㅋㅋㅋㅋㅋ
2023-12-24 22:22:01,제라드머냐
2023-12-24 22:21:58,뭐하노 ㅋㅋㅋㅋ
2023-12-24 22:21:56,지성터치 ㅆㅂ ㅋㅋㅋㅋㅋ
2023-12-24 22:21:53,"""날 '넥스트 드록바' 라고 부르지마라. 난 '니콜라스 잭슨'이다"""
2023-12-24 22:21:52,스털링이 떠먹어주는데 뱉네ㅋㅋㅋ
2023-12-24 22:21:48,누가 더못하는지 대결하는거임?
2023-12-24 22:21:46,재손 시발 심각하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-12-24 22:21:42,손잭슨 ㅋㅋㅋㅋㅋㅋㅋ
2023-12-24 22:21:40,잭슨에게서  흥 을 보았다 !!!!!
2023-12-24 22:21:37,잭슨이 아무리 저래도
2023-12-24 22:21:35,앰흑새끼들은 걍 축구를못함ㅇㅇ
2023-12-24 22:21:34,잭슨 짖짜 심각하네
2023-12-24 22:21:33,잭잭이 시발 ㅋㅋㅋㅋ
2023-12-24 22:21:32,잭슨이 창민터치하놐ㅋㅋ
2023-12-24 22:21:31,마이클잭슨ㅋㅋ
2023-12-24 22:21:28,앰창터치 ㅋㅋㅋㅋ
2023-12-24 22:21:25,저걸 흘리노ㅋㅋㅋㅋㅋ
2023-12-24 22:21:24,창민터치 ㅋㅋㅋㅋ
2023-12-24 22:21:22,대 잭 슨 
2023-12-24 22:21:20,첼시그냥 이기기싫나본데 ㅋㅋㅋㅋ
2023-12-24 22:21:18,진짜 너넨 더보기리그 가라 ㅋㅋ
2023-12-24 22:21:19,앰슨 씨발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-12-24 04:34:52,폐닭 4패중에 2승만 챙겼어도 아니 1승만 챙겼어도 아쉽다
2023-12-24 04:34:49,손흥민이 이번시즌 우승 할 수밖에 없는 이유 떳다 ㅋㅋㅋ
2023-12-24 04:34:42,작년 개집도 시즌 종료 직전까지 1위하다 결국 따인것처럼
2023-12-24 04:34:39,토트넘우승해도 손흥민 몇경기 아시안컵다녀온걸로 깔듯
2023-12-24 04:34:38,애견풀은 맹구 개집 홈2연전에서 승점2점 땃노ㅋㅋ
2023-12-24 04:34:25,야동 응원했는데 망치햄으로 갈아타야겠노? ㄹㅇㅋㅋ
2023-12-24 04:34:20,근데 진짜 토트넘상대할때 전반앞부분만 집중하면될듯
2023-12-24 04:34:11,이강인은 피엘가면 딱 브리언힐임
2023-12-24 04:34:10,리버풀.. 한국인 영입 안하는 이유 Feat 교민.jpg
2023-12-24 04:34:01,근데 아스날 빅클럽 맞음?
2023-12-24 04:34:00,지금 맨시티 가장 강할 타이밍아니냐?
2023-12-24 04:33:59,아스날 상대로 축구교실 펼친 엔도 와타루.jpg
2023-12-24 04:33:57,아니 케인 <<<<불러와라 우승하게씹새야 ㅋㅋㅋㅋㅋ
2023-12-24 04:33:50,폐닭 무관도사 나가면 ㄹㅇ 우승할수도..
2023-12-24 04:33:47,아놀드 꼴데 ㅋㅋㅋ 리그 우승할 기회 놓친거 두고두고 생각날듯
2023-12-24 04:33:45,내가 올해안에 토트넘이 아스날 순위 뒤집힌다고 했지?ㅋㅋ
2023-12-24 04:33:44,진짜 토트넘 로메로 아니였으면 아스날보다 위에 있었을것
2023-12-24 04:33:43,토트넘 우승각 보이니 안티들 불안한가 보네 
2023-12-24 04:33:35,토트넘이 강팀전은 제일 잘하네
2023-12-24 04:33:34,씹도 << 걍 이강인 선에서 컽이죠
2023-12-24 04:33:31,진짜 토트넘 우승 하는거 아니야?
2023-12-24 04:33:30,손뽕<< 대단한게 몇년째 설레발치다 꼬라박는데
2023-12-24 04:33:23,하베르츠 이 새끼 아스톤빌라가도 주전못함
2023-12-24 04:33:21,그냥 조용히 때를 기다렸다 마지막에 개집 목
2023-12-24 04:33:17,1월에 메디슨 판더벤 복귀하면 ㄹㅇ 가능함
2023-12-24 04:33:10,"박싱데이 좁밥팀 잡고 반더벤, 메디슨 돌아오면 우승각나온다"
2023-12-24 04:33:09,빌라 웨햄 미쳤노
2023-12-24 04:33:04,이새끼 진짜 개좆됐으면 개추....jpg
2023-12-24 04:32:59,토트넘 1군기준으로는 이길팀없음
2023-12-24 04:32:53,조센징들 진짜 어카냐?
2023-12-24 04:32:51,그냥 흥민이 아시안컵 안가면 안됨??
2023-12-24 04:32:42,앰창단 또 설레발치는거보니까 슬슬 쿨타임 돌았네
2023-12-24 04:32:40,손뽕들은 8년동안 설레발치네...
2023-12-24 04:32:37,손뽕들 근들갑은 걍 연례행사라 보면됨
2023-12-24 04:32:30,아직까지 우승 ㅇㅈㄹ하는 손뽕견은 진짜 딱하다 참..
2023-12-24 04:32:27,토트넘 우승하면 짜이단 찬밥단 죽고 싶을 듯
2023-12-24 04:32:24,일본 친선전때 엔도한테 중원 털린거 잊었노..
2023-12-24 04:32:13,1월에 돌아오는 놈만 4명임 지금
2023-12-24 04:32:01,올시즌은 epl뿐 아니라 스페인 분데스리가 다 난리임
2023-12-24 04:31:59,하베르츠 60m주고 삿으니까 살라랑 스왑딥 안되냐
2023-12-24 04:31:54,토트넘 애초에 우승전력이었다니까
2023-12-24 04:31:49,아 대흥민 없으면 토트넘 연승인데 ㄹㅇ 우승하겠노
2023-12-24 04:31:41,엔도 클로즈업 된 시간 = 1분이 안됨
2023-12-24 04:31:38,일뽕멸망) 오늘경기 엔도 평점 근황.jpg
2023-12-24 01:41:43,새해 큰절 대흥민ㅋㅋ
2023-12-24 01:41:42,앰민이 오열하네 ㅋㅋㅋㅋ
2023-12-24 01:41:41,카메라 뭐 어쩌라는거냐 ㅋㅋㅋ
2023-12-24 01:41:40,앗
2023-12-24 01:41:39,창민앜ㅋ
2023-12-24 01:41:38,세탁골아니였음 최악이였노
2023-12-24 01:41:37,슈팅원툴 축구력 제로 ㅋㅋ
2023-12-24 01:41:36,엠창패스 평점 ㅈㄴ 낮을듯
2023-12-24 01:41:35,앙고 때문에 멘탈이 하..
2023-12-24 00:28:09,대흥민 겉멋패스 ㅌㅋㅋㅋㅋ
2023-12-24 00:28:08,대흥민 점점 뭐가 하나씩 탑재되노 ㅋㅋ
2023-12-24 00:28:07,오늘 대트넘 머고 ㅋㅋㅋㅋㅋ
2023-12-24 00:28:06,대흥민 좆간지노 ㅋㅋㅋㅋㅋㅋㅋㅋ
2023-12-24 00:28:05,앙고 나오자마자 날아다니노 ㅋㅋㅋㅋㅋ
2023-12-24 00:28:04,월클패스 ㅋㅋㅋㅋㅋ
2023-12-24 00:28:03,발목이나 돌려라 ㅅㅂ
2023-12-24 00:28:02,오 센스 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-12-24 00:28:01,대 흥 민 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-12-24 00:28:00,대흥민ㅋㅋㅋㅋ
2023-12-24 00:27:59,대앙고 골ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ
2023-12-24 00:27:55,앙고야ㅋㅋㅋㅋㅋ지금이야
2023-12-24 00:27:53,에버튼 감독 <<< 명장이면 개추 ㅋㅋㅋㅋㅋㅋ
2023-12-24 00:27:51,대흥흥 월클패스 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-12-24 00:27:48,복수의 날 ㄹㅇㅋㅋㅋ
2023-12-24 00:27:44,오늘도 앙고 벌목 돌려야지 ㅋㅋㅋㅋㅋ
2023-12-23 19:33:27,흥민이는 생긴거때문에 못빨겠던데
2023-12-23 19:33:21,2016년~2022년 7년 연속 커플 크리스마스였는데
2023-12-23 19:33:17,손흥민은 매주 좀만 활약해도 현지 신문 도배
2023-12-23 19:33:15,쿠보 <ㅡ 4년전 레알 카스티야 갔을때만해도
2023-12-23 19:33:14,무리뉴 토트넘 또 저격.JPG
2023-12-23 19:33:10,포스터 근본이없네
2023-12-23 19:33:09,차범근은 근데 선수평가 너무냉정하게함
2023-12-23 19:32:57,손뽕=병신 축알못들ㅋㅋㅋㅋ
2023-12-23 19:32:27,손까 = 걍 인생 개쳐망한 앰생들 ㅋㅋ
2023-12-23 19:32:11,오늘 흥흥이랑 앙고 둘 다 선발임 ?ㅋㅋㅋ
2023-12-23 19:31:37,민짜이는 생긴거 때문에 못빨겠던데
2023-12-23 19:31:15,축구는 수비가 더 중요한데 국뽕들은 ㄹㅇ 축구좆도모르는병신이노 ㅋㅋ
2023-12-23 19:30:50,국뽕이라고 욕하는건 애국심이 없는거임?
2023-12-23 19:29:55,쿠보 생긴건 축구도사같네
2023-12-23 19:29:01,요즘 음란물을 너무 많이 봐서 전두엽 마비 온듯
2023-12-23 19:28:59,축잘알은 이해하는 축구선수 순위..txt
2023-12-23 19:28:56,축구기사는 도대체 뭐가 진실인지 모르겟네
2023-12-23 19:28:35,앙고때문에 흥민이 마음상처입은건 평생갈듯..
2023-12-23 19:28:14,근데 기왕이면 공격수 잘하는애 나오는게 재밌는듯
2023-12-23 19:28:10,흥민이는 유독 한국에서만 저평가가 심한 느낌임
2023-12-23 19:28:05,클럽월드컵 같은 병신같은 대회 그만했으면 좋겠네 ㅇㅇ
2023-12-23 19:27:33,손흥민 내려치는건 여기밖에 없음
2023-12-23 19:27:20,희찬이도 28년도까지 계약했으면 사실상 종신이네..
2023-12-23 19:27:02,"억빠가 아니라 손흥민이 스털링, 마레즈보단 위라고ㅋㅋ"
2023-12-23 19:26:59,손흥민 진짜 ㅈㄴ 못하네 ㅋㅋㅋㅋ
2023-12-23 19:26:53,세상에서 가장 이쁜 여자..officail
2023-12-23 19:26:50,어떤새끼가 군만두시켰냐
2023-12-23 19:26:37,쿠보 몸값이 높다고 해서 아시아 1위는 아니지
2023-12-23 19:26:30,지금까지 뮌헨에서 득점왕하고 우승못한 선수 있음?
2023-12-23 19:24:40,근데 ㄹㅇ 손뽕 여론조작이 대단하긴 한듯...
2023-12-23 19:24:34,한국은 선수층이란게 처참하네..
2023-12-23 19:24:14,앙고는 손흥민한테 평생 밥 사도 모자람
2023-12-23 19:24:12,손흥민vs스털링vs마레즈 커리어 비교
2023-12-23 19:24:07,여기에 하나라도 포함되면 서민이더라 예외없음
2023-12-23 19:24:03,맷 캐시 부상 ㄷㄷㄷㄷ ㅋㅋㅋㅋ
2023-12-23 19:23:56,흥민이 아시안컵으로 무관에서 벗어난다
2023-12-23 19:23:46,작년월드컵 만약 포르투가 우승했으면 메호대전 동률이었을듯
2023-12-23 19:23:34,개메좆 << 걍귀여움
2023-12-23 19:23:30,축잘알이 보는 뮌헨 에이스
2023-12-23 19:23:08,무알라 v 비르츠 누가 차기독국 에이스
2023-12-23 19:22:47,파트 저새끼가 대단한점
2023-12-23 19:22:24,손흥민 vs 스털링 vs 마레즈는 손흥민 닥 우세야 ㅂㅅ들아
2023-12-23 19:22:18,닭트넘 또또 설치네
2023-12-23 19:22:08,손뽕들은 매시즌마다 토트넘에 속는듯
2023-12-23 19:21:42,뮌헨 중심은 무시알라임
2023-12-23 19:20:57,손흥민 vs 스털링 레딧 토론글...
2023-12-23 19:20:40,메시 오늘자 근황
2023-12-22 20:27:49,Ai가 생각하는 메호대전.jpg
2023-12-22 20:27:12,홍현석 머하는 놈인데 몸값 8m이냐
2023-12-22 20:26:47,김민재 억빠 존나하네
2023-12-22 20:26:37,근데 쿠보 자존심도 없나
2023-12-22 20:26:36,희찬이가 좆소라서 관심을 안준다고?
2023-12-22 20:26:32,뮌헨은 왜 맨시티랑 다르게 자기진영에서 역습 크로스허용이 많냐
2023-12-22 20:26:09,클린스만 이 발언 국뽕티비임?ㅋㅋㅋ
2023-12-22 20:25:27,라리가는 인종차별 리그 맞다니까ㅋㅋㅋㅋㅋㅋ
2023-12-22 20:25:14,소시지 옆에 선수들은 왜 안말림?
2023-12-22 20:25:15,좆밥민족 = 쪽발
2023-12-22 20:25:01,김민재 현지팬들한테 욕 많이 먹고있긴하네
2023-12-22 20:24:53,바스케스랑 박지성이랑 여러모로 비슷한듯
2023-12-22 20:23:59,일본 선수풀 넓어서 부상 ㄱㅊ음
2023-12-22 20:23:38,여기서 센징거리는 새끼들 태반이 짱깨일텐데
2023-12-22 20:23:20,좆알 얘넨 앵간히도 epl이랑 어울리고 싶나보네
2023-12-22 20:23:15,원종이들 개빡친 이유가 쿠카스 쳐맞아서임??????????????????
2023-12-22 20:22:33,투헬은 명장이라며 케인을 왜케 못쓰는거냐?
2023-12-22 20:22:17,조센징들 여자도 존나 못생겼으면서 왤케 나대노
2023-12-22 20:22:13,오늘자 조규성 인스타
2023-12-22 20:21:55,강인이 중원으로 내려가니까 기성용 하위호환이던데
2023-12-22 20:21:44,근데 이번시즌만보면 김민재>디아스아님?
2023-12-22 20:21:00,김민재는 걍 달리기만 빠르지 축구는 못함
2023-12-22 20:20:57,이강인보면 진짜 기성용이 대단했다 싶음 ㅇㅇ..
2023-12-22 20:20:40,"쿠보 , 미토마 << 아컵 못나오는거?"
2023-12-22 20:20:37,지금 해축 원종이 새끼 모습.jpg
2023-12-22 20:20:13,쪽발 항문 스타일 ~~ !
2023-12-22 20:19:50,지금 호텔 왔는데 이거 보여주면 여친이 쪽쪽 빨아주냐?
2023-12-22 20:19:30,산타 <<<< 일루미나티가 만듬
2023-12-22 20:19:07,저렇게 당하는게 소추조롱보다 낫긴하지
2023-12-22 20:18:57,출범예정인 슈퍼리그 간단요약
2023-12-22 20:18:49,짜이나 창민이었으면 이렇게 찰지게 돌아갔겠냐고
2023-12-22 20:18:42,손흥민 기성용보다 어리지 않음?
2023-12-22 20:18:36,12.25에 탄생한 GOAT
2023-12-22 20:18:04,쿠보 이새끼 이름이 왜
2023-12-22 20:17:56,쿠보 이번에 유리몸인거 인증되서 몸값 수직하락하겠놐ㅋㅋ
2023-12-22 20:17:47,근데 일뽕 거르고 좆보 처맞는건 ㄹㅇ 너무하긴하네
2023-12-22 20:17:37,김민짜이 vs 뤼디거
2023-12-22 20:17:21,쿠카스 박아달라니 주먹질 당하지 wwwwwwwwwww
2023-12-22 20:17:19,조센징들 지들 키 좀 크다고 존나 나대는데
2023-12-22 20:16:33,근데 페레즈가 2024년에 축구 소멸된다고 했잖아...오케
2023-12-22 20:16:31,만원 간단하게 벌기
2023-12-22 20:16:03,크리스마스에 여자손잡고 걷고싶다
2023-12-22 20:15:58,일본은 왜 서양인들 상대할때만 사무라이정신이 안나옴?
2023-12-22 20:15:55,조센징들 지들이 일본인보다 해외에서 인정받는다고
2023-12-22 20:15:50,주제 모르고 쿠카스 트월킹하다 개처럼 쳐맞는 쪽발이 wwwwwwwwwww
