DATE_TIME,POST
2023-10-26 04:16:33,신두존 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-10-26 04:16:31,아니 씨발 리그에서 이강인 선발이길래 챔스도 선발인줄 알고 안잤는데
2023-10-26 04:16:16,저새기들은 뭐 맨날 비가오노ㅋㅋ
2023-10-26 04:16:15,후루하시 빅리그 안가는이유
2023-10-26 04:16:14,이강인 살아남으려면 걍 킬패스를 잘 살려야함
2023-10-26 04:16:12,존나 빠르네 ㅋㅋ
2023-10-26 04:16:11,코피 ㄷㄷ
2023-10-26 04:16:07,대강인 벌써 몸 푸는 중 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-10-26 04:16:06,축알못인데 현재 토트넘 vs psg 붙으면 누가이김?
2023-10-26 04:16:05,레앙 오늘도 재앙모드네
2023-10-26 04:16:04,ㅋㅋ 해붕이 축리웹 침투해서 찬밥이 놀리네 개꿀잼이노
2023-10-26 04:15:59,파리 제일 문제인게 볼 간수를 못함 수비는 그렇다 쳐도
2023-10-25 13:48:59,손까들 이젠 좀 추하지않냐?
2023-10-25 13:48:47,쿠보는 레알감이 아님
2023-10-25 13:48:45,epl 어디가 우승할 거 같음?
2023-10-25 13:48:43,리옹 왜 리그앙 꼴찌냐
2023-10-25 13:48:28,쿠보 플레이보면 모드리치 + 베실바 합친느낌임
2023-10-25 13:47:48,쿠보 레알 ㅋㅋㅋㅋㅋ 국뽕들 부들 ㅋㅋㅋㅋㅋㅋㅋ
2023-10-25 13:47:45,쿠보하니깐 손흥민 사우디 오퍼 금액도 쿠보한테 따이더라
2023-10-25 13:47:41,국뽕들 또 부들부들하네 쿠보레알가니까
2023-10-25 13:47:40,누구는 씨발 14년동안 빅클럽 못가는데
2023-10-25 13:47:31,확실히 야리흥 없는 챔스는 아쉽네요
2023-10-25 13:47:28,이강인도 좋은선수는 맞는데 문제는
2023-10-25 13:47:25,그 정신병자 집합소인 일축갤에서도 아무말 없는데
2023-10-25 13:47:20,쿠보 레알 ㅋㅋㅋㅋㅋ 국뽕들 부들 ㅌㅋㅋㅋㅋㅋㅋㅋ
2023-10-25 13:47:19,쿠보 레알 갈만한데???
2023-10-25 13:47:17,리그5골쳐넣고 레알드립치는건
2023-10-25 13:46:45,쿠보는 레알급을 넘어서 세계최강 월드클래스다
2023-10-25 13:46:26,쿠보 레알 ㅋㅋㅋㅋ 국뽕들 부들ㅋㅋㅋㅋㅋㅋ
2023-10-25 13:46:21,쿠보가 레알급이면 
2023-10-25 13:46:15,이거 보면 손흥민 달리기 빠른거 ㅈㄴ 신기하다니까
2023-10-25 13:46:13,쿠보가 좇으로보이냐
2023-10-25 13:46:11,뭐고 민재 케인 챔스서 이겨서 손뽕 또화났노?
2023-10-25 13:46:04,쿠보 레알행이 대단한게 지금이 역사상 최강의 레알이라는거임
2023-10-25 13:45:47,이강인은 조축수준임 딱 하는거보면
2023-10-25 13:45:41,쿠보 레알 ㅋㅋㅋㅋㅋ 국뽕들 부들 ㅋㅋㅋㅋㅋㅋㅋ
2023-10-25 13:45:35,찬밥과 비교되는 쿠보 외모 근황.jpg
2023-10-25 13:45:33,손까들은 진짜 무서운게 팩트로만 승부한다는거임
2023-10-25 13:45:19,찾아봤는데 쿠보 레알행 터무니 없는 이야기가 아니네..FACT
2023-10-25 13:45:10,쿠보 레알이라고 하면 쿠보가 대단한게 아니라
2023-10-25 13:44:39,김정은은 본인 나무위키 문서봤을까
2023-10-25 13:44:34,이강인은 유니폼팔이원툴이지
2023-10-25 13:44:18,쿠보 레알 ㅋㅋㅋㅋㅋ 국뽕 부들 ㅋㅋㅋㅋㅋㅋㅋ
2023-10-25 13:44:04,"쿠보 찬밥이 그냥 쌍으로 명품, 아이폰 환장하는 20대 한녀들같네"
2023-10-25 13:44:03,쿠보 레알설 손뽕이잖아 좆소새끼나 살피지 어그로는 ㅋㅋ병신
2023-10-25 13:44:00,호날두 은가누 퓨리 경기 참여함 실베 눌러라 
2023-10-25 13:43:32,이강인은 잘하는게 대체 뭐임?
2023-10-25 13:43:27,쿠보 레알 ㅋㅋㅋㅋ 국뽕 부들 ㅋㅋㅋㅋㅋ
2023-10-25 13:43:12,어니 몇달전 자료가지고 저지랄 하는게 존나웃기네 걍 일뽕은 애미뒤진 정병
2023-10-25 13:43:07,이정도면 발롱 가능??
2023-10-25 13:42:59,찬밥이 외모를 실력으로 보면 선수 누구급이냐?
2023-10-25 13:42:52,키미히 이새끼도 존나 고생많노
2023-10-25 13:42:36,쿠보가 주전 보장 안해주면 레알로 안돌아간다고 했다며
2023-10-25 13:42:31,케인이 자네 예상하고 원터치 헤더로 쓰루 찔러준 거 기억나냐?ㅋ
2023-10-25 13:42:24,민짜이는 존재자체가 국가망신임
2023-10-25 13:42:16,"???:""뭐해?개 씨발년들아"""
2023-10-25 13:42:08,국뽕들 부들 ㅋㅋㅋㅋ ㅋ 쿠보 레알 ㅋㅋㅋㅋㅋ
2023-10-25 13:42:07,강인맘 : 발베르데 이강인 차이 안나는거같음
2023-10-25 13:42:05,걍 유동 한명이 발작한거 아님?
2023-10-25 13:41:57,6년째 발롱도르 시상식 못가고 있는새끼
2023-10-25 13:41:47,김민재는 진짜 수비를 개좆같이도 못하네
2023-10-25 03:19:44,슈팅20개 찰동안 골못넣으면 저래 되는겨
2023-10-25 03:19:43,뮌헨 챔스 우승하는 유일한 방법..............
2023-10-25 03:19:39,영국넘들은 한골 넣으면 성질내네
2023-10-25 03:19:31,뮌헨 교체 하나도 안했네
2023-10-25 03:19:28,갈라타 고물상 아니고 전당포다 임마
2023-10-25 03:19:21,갈락타 뎁스 이름값만으론 빅6급인데? 씨발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-10-25 03:19:16,갈라타 = 헌옷수거함
2023-10-25 03:19:14,레반있을때는 갈라타정도면 개뚜둘어팼는데
2023-10-25 03:19:13,엠창견들 케인한테 부두술걸더니 ㅋㅋㅋㅋㅋㅋ
2023-10-25 03:19:12,갈라타 전반 ㅈㄴ 오버페이스긴 했음 ㅋㅋㅋ
2023-10-25 03:19:07,맹구 새끼들 뮌헨 병신 되도 니네 병신된급은 아님 ㅋㅋ
2023-10-25 03:19:09,갈라타 재네 부자 구단임?
2023-10-25 03:19:05,축알못 특)
2023-10-25 03:19:04,뮌헨도 다 기어다니는구만 왜 안바꾸는거임?
2023-10-25 03:19:03,모캄 지뢰흐 (28) ㅋㅋㅋㅋㅋㅋ
2023-10-25 03:19:00,지금 터키 경기장인데 옆에여자
2023-10-25 03:18:59,실시간 케인 평정 세탁
2023-10-25 03:18:57,버려진 부품들 여기 다 모여있었네ㅋㅋㅋ
2023-10-25 03:18:54,케인 골넣었는데 표정이 ㅈ같노 ㅋㅋ
2023-10-25 03:18:52,아니 갈라타 뎁스 뭔데?
2023-10-25 03:18:50,앰창단 병신새끼들 쳐자라좀ㅋㅋ
2023-10-25 03:18:42,빅리그 짬통구단이네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-10-25 03:18:40,갈라타사라이는 뭔 헌옷수거함이노? 한때 네임드들 다 있노
2023-10-25 03:18:39,펙트) 뮌헨 문제점 2가지
2023-10-25 03:18:38,버스쟁이 시봉박
2023-10-25 03:18:36,민짜이 체력 바닥날 시간이라 아모른직다 ㅋㅋㅋㅋ
2023-10-25 03:18:34,진짜 앰장연 부두술은 GOAT아니냐
2023-10-25 03:18:33,터키 도서관입갤ㅋㅋㅋㅋㅋ
2023-10-25 03:18:32,갈타 멤버 뭐임ㅋㅋㅋㅋㅋ
2023-10-25 03:18:30,갈라타사라이 진짜 빅리그 짬통이네 지에시 ㅋㅋ
2023-10-25 03:18:28,옛날부터 폐품들 존나 모으는팀ㅋㅋ
2023-10-25 03:18:27,갈라타사라이 뎁스 지린다니까 ㄷㄷㄷ
2023-10-25 03:18:26,노잼이라서 자려고 누웠더니 골넣네 ㅋㅋㅋ
2023-10-25 03:18:25,팀이 pl 짬통이노
2023-10-25 03:18:22,갈라뽕따이 << 분리수거장 맞노 ㅋㅋㅋㅋㅋ
2023-10-25 03:18:20,대민재 ㅋㅋ
2023-10-25 03:18:18,뮌헨 경기는 왤케 재미가 없는걸까
2023-10-25 03:18:17,바이에른 딸깍 지리노 ㅋㅋㅋㅋㅋㅋㅋㅋ
2023-10-25 00:16:11,개메좆이 77부에서 하도 개쳐망해서 진짜모름
2023-10-25 00:16:06,이미 터키있을때 민재가 개바름
2023-10-25 00:16:02,페네르바체는 챔스 안나옴?
2023-10-25 00:15:41,야애니 goat 5선발 ..txt
2023-10-25 00:15:34,psg 전술이 너무 기형적임
2023-10-25 00:15:21,윤석열 탄핵 가자!
2023-10-25 00:15:18,대승우가 인기가 많긴 하구나
2023-10-25 00:14:59,아내 헐란드 (36)
2023-10-25 00:14:50,민짜이 자책골넣고 개쳐맞았으면좋겠다
2023-10-25 00:14:42,엄마가 창녀인 어린이들.fact
2023-10-25 00:14:24,올해 발롱도르 투표 조작임
2023-10-25 00:14:03,쿠보 레알가냐?
2023-10-25 00:14:00,동팡저우 미나미노 >> 손홍민 ㄹㅇㅋㅋ
2023-10-25 00:13:51,갈라타사라이<<얘네 pl오면 더보기리그감 아님?
2023-10-25 00:13:33,mls득점순위 335위가 진짜 발롱도르라고?
2023-10-25 00:13:30,개추 막타의 영광을 주겠다
2023-10-25 00:13:25,일뽕이 나쁘다고 할수없는게
2023-10-25 00:13:06,갈라타사라이 팬 뮌헨전 스코어 예측
2023-10-25 00:13:01,이스탄불더비보니까 개살벌함
2023-10-25 00:12:57,난 이강인 리그앙따위는 씹어먹을줄 알았는데
2023-10-25 00:12:49,1시 45분경기 뮌헨보고 4시경기 뭐볼거임?
2023-10-25 00:12:45,같은 숫자의 8인데 이렇게 느낌이 다른가?
2023-10-25 00:12:30,짱깨 씹쌔끼는 개쳐맞아야함 ㅋㅋㅋㅋ
2023-10-25 00:12:04,박지성=미나미노
2023-10-25 00:12:01,오늘 민짜이 개쳐맞는날이네 ㅋㅋㅋ
2023-10-25 00:11:51,김민재 걍 짱깨새키
2023-10-25 00:11:50,요즘 발롱도르는 사실상 경매임
2023-10-25 00:11:46,진짜 베팅업체가 딱 들어맞긴했음
2023-10-25 00:11:44,역사상 최악의 월드컵
2023-10-25 00:11:23,이딴새끼가 어떻게 8발롱이냐 ㄹㅇ
2023-10-25 00:11:20,김민재 쉽지 않은 경기겠네 또 실수할까 걱정
2023-10-25 00:11:03,이강인 기복이 너무 심함
2023-10-25 00:10:12,김민재<< 터키왕
2023-10-25 00:10:07,개추 선착순 3명
2023-10-25 00:09:38,신두형 유럽 안오냐
2023-10-25 00:09:35,근데 도대체 개메좆이 왜 발롱임?
2023-10-25 00:09:32,아침에 밥먹고 한끼도 못먹음
2023-10-25 00:09:28,이강인 낼모레 출전확률 0퍼?
2023-10-25 00:08:33,갑자기 이새끼 패고싶으면 개추 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-10-25 00:08:18,민재.강인은 내일 나오고 주말에도 나오면 너무 갈리는거아님?시차적응하랴
2023-10-25 00:08:08,psg 경기장?업데이트 근황
2023-10-25 00:07:58,어떻게 GOAT라는 새끼가 8롱딱 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-10-25 00:07:51,진지하게 외국인들한텐 손흥민 빼고 듣보잡임.
2023-10-25 00:07:48,축구선수들 연애
2023-10-25 00:07:35,다들 이분 좋아하면 개추 눌러볼까?
2023-10-25 00:07:21,뉴진스 vs 르세라핌 vs 아이브
2023-10-25 00:07:12,알파치노 70년대 영화보는중인데 존나 잘생김
2023-10-25 00:07:06,오늘 볼만한 경기 이거밖에없네 ㄹㅇ
2023-10-24 13:45:26,근데 흥민이 아시안캅 안뛰는게 베스트 아님?
2023-10-24 13:45:17,아컵 딸까봐 미리 노심초사하는 버기단들 많노 ㅋㅋㅋㅋㅋ
2023-10-24 13:45:16,찬밥이 딴건모르고 뎀창은 제껴야될꺼아냐
2023-10-24 13:45:15,베트남 공오균감독으로 교체한다는 소문돔
2023-10-24 13:45:08,방금자) 케인 재끼는 돈나룸마..gif
2023-10-24 13:45:05,손흥민이 버기에 비하면 잘하는게 맞음 ...
2023-10-24 13:44:53,카리나..근본..jpg
2023-10-24 13:44:42,매디슨 싸패썰 모르는새끼 은근 많노 ㅋㅋ
2023-10-24 13:44:23,아컵이 코파쯤되는지 아나 해외선 아무도 안쳐줌
2023-10-24 13:44:01,손흥민 이번시즌부턴 뭔가 연계에 눈을 뜬듯
2023-10-24 13:43:59,대한민국 평균 혹은 평균 보다 살짝 위의 삶이 
2023-10-24 13:43:53,누가 서울 부심 가능하고 진짜 서울주민은? (투표)
2023-10-24 13:43:39,흥민이 풍성충이라 헤더를 못하는거임
2023-10-24 13:43:38,김민재 경기를 절대로 보기 싫은이유..gif
2023-10-24 13:43:28,손 100호골 넣는장면 찍어서 스포티비 이벤트로 뿌린 tv받은얘여기있음?
2023-10-24 13:43:18,일진 특) 호날두 좋아함
2023-10-24 13:43:15,병신 국뽕새끼들 일본한테 아시안컵 털릴게 정배니까
2023-10-24 13:43:09,'침착맨' 손흥민의 놀랍도록 치명적인 마무리
2023-10-24 13:43:08,토트넘 아깝게 2등하면 아시안컵 원한을 어케감당하냐;;;
2023-10-24 13:43:06,개집도 20R 지나서 얘기한건데 저 좆소새끼들은 뭐지 대체
2023-10-24 13:42:52,대흥민 놀라운 사실 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-10-24 13:42:36,손흥민 골보다
2023-10-24 13:42:34,와 이거 ㅈㄴ꼴리노 ㅋㅋ
2023-10-24 13:42:27,아시아컵 우승못한지 60년넘은거 니들알고있냐
2023-10-24 13:42:23,걍 산초 지 위주로 전술 짜주는 팀 가면 월클됨
2023-10-24 13:42:07,어제 토트넘 경기 보고 잘려는데 일뽕애새키들 발작하는거 봤는데
2023-10-24 13:42:01,매디슨 이새기 성격 ㄹㅇ 싸패던데
2023-10-24 13:41:56,진지빨고 아프리카랑 아시아는 대륙컵 좆도 의미 없는 거 같은데
2023-10-24 13:41:54,메디슨이 정치질도 잘함
2023-10-24 13:41:38,토트넘은 손흥민 핫바지 개병신임 로메로 메디슨이 실세
2023-10-24 13:41:24,은퇴번복 가장 많이 한 감독 누구냐?
2023-10-24 13:41:19,손흥민 이번에 토트넘 우승시킬듯
2023-10-24 13:41:09,산쵸는 진짜 한국에 1년만 가둬놓고 공차게하면 월클됨
2023-10-24 13:41:05,앰창새끼와 대버지가 비교조차 안되는 이유
2023-10-24 13:40:53,손흥민은 빅클럽 수요가 없잖아
2023-10-24 13:40:52,ㄹㅇ몇번봐도 ㅈㄴ깔끔하네
2023-10-24 13:40:40,아니 어떻게 벌써 우승소리가 나오냐 작년 개집 생각안남?
2023-10-24 13:40:37,걍 epl은 이새끼들임...jpg
2023-10-24 13:40:20,아시안컵 대체 왜 뛰어야하는거냐
2023-10-24 13:40:13,흥민이는 헤더만 되었으면 빅클럽 무조건 갔다
2023-10-24 13:39:56,본인 해버지 전설의 울버햄튼전 라이브로 봤는데 ㄹㅇ
2023-10-24 13:39:45,근데 어제경기도 진짜 흥궈가 선제골 안박았으면 경기 또 좆박았었음
2023-10-24 13:39:32,벌써 닭집은 메디슨이 실세잡음 
2023-10-24 13:39:31,포스텍 << 동양인 원톱 성애자
2023-10-24 13:39:30,흥민이가 축구를 너무 잘해버리니깐
2023-10-24 13:39:26,비카리오 ㅈㄴ 신기함
2023-10-24 06:14:21,히샬이 윈윙은 솔직히 잘보지 않냐?
2023-10-24 06:14:15,지금 버기단 지령 알려준다…jpg
2023-10-24 06:14:11,한국인이 EPL1위팀 주장이니깐 실감이 안나노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-10-24 06:14:08,메디슨 요리스냄새가 난다
2023-10-24 06:14:07,메디슨 인터뷰 가져옴.jpg
2023-10-24 06:14:04,케인도 첫경기때저표정보고 절레절레후 패스안해줬자나
2023-10-24 06:14:02,깔거 없으니까 뭔 ㅈ같은걸로 궁예질이네
2023-10-24 06:13:59,창민이 메디슨 기싸움 나만 웃김????ㅋㅋㅋㅋㅋ
2023-10-24 06:13:57,spurs) 실시간 메디슨X손흥민 라커룸캠....극적 화해
2023-10-24 06:13:56,불화설 진짠데???
2023-10-24 06:13:55,오카자기신지도 하는 우승을 ㄴㄱㅎ만 못하는중 ㅋㅋ
2023-10-24 06:13:54,축구안본티 존나낸다 진짜 ㅋㅋㅋㅋㅋㅋㅋ
2023-10-24 06:13:47,케인진짜무섭다
2023-10-24 06:13:45,여기새끼들이야말로 ㄹㅇ 피싸개 정석이노 ㅋㅋㅋ
2023-10-24 06:13:42,결국 메디슨한테 잡아먹힐운명임
2023-10-24 06:13:38,페리시치 보낸거처럼 메디시치도 보내라 ㅋㅋ
2023-10-24 06:13:37,메디슨 인터뷰거부 ㄹㅈㄷㅋㅋ
2023-10-24 06:13:31,속보) 손흥민 메디슨 인터뷰 후 포옹.jpg
2023-10-24 06:13:30,현 토튼햄 풀스쿼드vs챔스 결승스쿼드 전자엿으면 챔스우승햇냐?
2023-10-24 06:13:29,여기찐따새끼들밖에없냐 손흥민메디슨이 사이가안좋으면
2023-10-24 06:13:28,너희들이 보면 좀 놀랄수도 있는 유튜브 영상
2023-10-24 06:13:27,근데 오늘 둘이 진짜 좀 뭔가 잇어보이긴 했음
2023-10-24 06:13:26,근데 이거 진지하게 누가 잘못한거임?
2023-10-24 06:13:25,손흥민이 토트넘에 남아있던건 큰그림이네
2023-10-24 06:13:21,근데 다들 느끼는게 같노 ㅈㄴ 찬공기 느껴짐
2023-10-24 06:13:20,메디슨은 저번 경기부터 앰창민이 스찌질하는거 ㅈㄴ 거슬렸을듯
2023-10-24 06:13:18,그냥 매디슨이 이승우 한거야
2023-10-24 06:13:17,너였구나 이씹새끼
2023-10-24 06:13:16,와 매디슨 인터뷰 거절했네 ㅋㅋ ㄹㅈㄷ ㅋㅋ
2023-10-24 06:13:13,주장 부주장 팀 꼬라지 잘 돌아간다 ㅋㅋㅋㅋㅋㅋㅋㅋ 다음 경기부터 떡락임
2023-10-24 06:13:09,서로 리플레이 분석할때 알게될거임
2023-10-24 06:13:06,풀럼도르 ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋ
2023-10-24 06:12:59,잠깐만 공개한다
2023-10-24 06:12:58,토트넘 파벌 생겼네
2023-10-24 06:12:57,창민아 주장 완장 있으면 애들 기도 누르고 그러는거야
2023-10-24 06:12:56,근데 손흥민 이새끼 닭집이랑 국대 경기력차이 실화냐? ㅋㅋ
2023-10-24 06:12:54,손뽕 화력 ㅈ도 없네
2023-10-24 06:12:51,사이버렉카 '만돌tv' 빨리 벤치상황 직캠영상 올려라
2023-10-24 04:39:58,손흥민 헤딩 자세 귀한 거 보네 ㅋㅋㅋ
2023-10-24 04:39:56,좆살리송 투지 전방. 수비굿 ㅋㅋㅋ
2023-10-24 04:39:55,감차는 솔까 리그 1등일듯
2023-10-24 04:39:54,캐인이 손흥민 빨이었네
2023-10-24 04:39:53,헤더까지 장착
2023-10-24 04:39:52,대흥민 ㅋㅋㅋㅋㅋ
2023-10-24 04:39:51,황트넘 우승이라니까 ㅋㅋㅋㅋㅋㅋ
2023-10-24 04:39:50,야야 손딩은 하지말자 케인나갔다고
2023-10-24 04:39:49,기습헤딩 ㅋㅋ
2023-10-24 04:39:48,찬밥단 개병신들아 봐라 이게 슈퍼스타다
2023-10-24 04:39:47,상대 수비수들과 좆목 ㅋㅋㅋㅋ
2023-10-24 04:39:46,쉐도우 헤딩 ㅋㅋㅋㅋ
2023-10-24 04:39:45,손딩 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-10-24 04:39:44,공이 좀 안굴러가는거같은데 뭐냐?
2023-10-24 04:39:41,헤딩시도 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-10-24 04:39:43,앰창민<< 양민팀상대로만 골넣음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-10-24 04:39:42,닭집 ㅆㅂ 왜케잘함 ㅋㅋ
2023-10-24 04:39:40,손흥민 헤딩까지ㅋㅋㅋㅋ
2023-10-24 04:39:39,그저 꿈같은 녀석 이면 개추.jpg
2023-10-24 04:39:38,손딩ㅋㅋ
2023-10-23 15:50:34,4시 경기는 도대체 어케봐야함?
2023-10-23 15:50:22,근데 일본 애들이 민재 저평가 한다는거 이해 안되는데
2023-10-23 15:50:01,유럽대항전 없이 '순수리그활약'으로 발롱11위한것부터
2023-10-23 15:49:56,그냥 딱 봐도 좆데스리가 챔스쿼터 말도 안 되게 많잖아
2023-10-23 15:49:43,민짜이가 잘하질못하는데 현지에서 관심가질리가
2023-10-23 15:49:16,하무스밀침)음단장이 비티냐 밀침 하무스도 비티냐 밀치고
2023-10-23 15:49:15,박지성이 벤치라서 손흥민 밑인건 아님
2023-10-23 15:48:53,카가와신지 << 이새끼 제대로된 평가가 뭐임??
2023-10-23 15:48:31,이쯤되면 텐하흐 이새77ㅣ가 문제 같은데
2023-10-23 15:48:27,나 꾸렌데 우리 바르사 11경기 무패임
2023-10-23 15:48:21,딸무스 하무스한테 귀잡히는 이강인
2023-10-23 15:47:49,4시에 축구보려면 뭐 먹음?
2023-10-23 15:47:34,[대희찬] 본머스 병신들 .gif
2023-10-23 15:47:31,냉정하게 손흥민은 전술적으로 가치가 없는선수지
2023-10-23 15:47:28,아니 슈투트가르트  세루 찌라시 이새끼 뭐냐
2023-10-23 15:47:23,손뽕에서 손까가 되는 과정(내 경험)
2023-10-23 15:47:19,좆두 근데 축구 좋아하는거 하나는 ㅇㅈ함
2023-10-23 15:46:17,뉴캐슬 근본없단 새끼들은 축알못이지
2023-10-23 15:45:46,덱스랑 이강인중에
2023-10-23 15:45:14,진짜 무관 숙주새끼는 얘임 ㅇㅇ
2023-10-23 15:45:07,오픈 알바가 무조건 힘들지
2023-10-23 15:44:52,버기단 거울치료)호루박=강바페
2023-10-23 15:44:35,이재성 마인츠는 1승도없는최약체팀인데 뮌헨에 꽤나 위협적이더라
2023-10-23 15:44:00,아 야갤 차단 당했다 ㅅㅂ
2023-10-23 15:43:58,한국+일본 축구선수 티어정리 국뽕 X
2023-10-23 15:43:51,알바 오픈vs마감 더 힘든것은?.vote
2023-10-23 15:43:35,그냥 조금만 생각을 해봐도 나오는거 아닌가
2023-10-23 15:43:20,리그앙 5대리그 ㄷㄷ 어 그런데
2023-10-23 15:43:00,뮌헨은 분데스에 있으니 챔스 쉽게 나가네 에휴
2023-10-23 15:42:48,손뽕< 이새끼들 애미뒤진건 펙트아님?
2023-10-23 15:42:42,손뽕들 챔스 경기 느껴보라고 새벽4시에 배정했네 ㅋㅋ
2023-10-23 15:42:32,사네 욕하는건 딱히 짜이단만 그런게 아닌데
2023-10-23 15:41:53,수많은 손흥민 경기중 최고로 잘한경기가 뭐냐
2023-10-23 15:41:37,프국대 음바페가 주장이네
2023-10-23 15:41:33,요즘 드는 생각인데 결국 GOAT의 자리는 호날두가 맞는듯
2023-10-23 15:41:23,메시는 왜 mls 양학 못하냐?
2023-10-23 15:40:58,사네는 짜이견들만 욕하는게 아님 ㅋㅋㅋ
2023-10-23 15:40:53,분데스 챔스쿼터 3팀으로 줄이고 피엘 5팀 줘야함
2023-10-23 15:40:32,축구만 ㅈㄴ 까던 나무위키 빠따충 유저 근황.jpg
2023-10-23 15:40:16,너넨 진심으로 손흥민이 박지성보다 위라 생각함??
2023-10-23 15:40:10,epl사무국 미친새끼들 새벽4시에 경기 배정했노
2023-10-23 15:40:04,손흥민 무득점 예상함
2023-10-23 15:39:31,월베 발표언제 하는지 아는사람
2023-10-23 15:39:17,박지성 경기 다 본 게이지만 이건 좀
2023-10-23 15:39:13,세리에 안 보는 이유 = 경기 주작하는중일거란 느낌 들어서
2023-10-23 15:39:11,내일 경기후 손까들 박멸예정 ㅋㅋㅋㅋ
2023-10-23 15:38:29,av 진짜 잘하노
2023-10-23 15:37:02,현재 해외축구클럽 티어정리
2023-10-23 15:36:27,사네가 진짜 독일에서 손흥민이랑 비슷한 입지인듯
2023-10-23 15:36:12,만약 이정도 선수가 대한민국에서 나오면 차박손김 다 대가리박냐?
2023-10-22 17:32:23,손흥민 의리 없고 야망있었다면
2023-10-22 17:32:21,일본은 진짜 잘하면 한국선수도 인정한다니까?ㅋㅋ
2023-10-22 17:32:20,근데 그 버기는 아무리높게쳐도 걍 평범한 선수들이랑
2023-10-22 17:32:05,일뽕이 왜 손흥민은 안까는줄아냐?
2023-10-22 17:32:03,최애의아이 카나 코난 하이바라 이딴거만빠는
2023-10-22 17:31:54,리그앙 재미없는 이유중하나가 이거임
2023-10-22 17:31:25,아르헨은 밥쳐먹고 24시간 축구만하냐?
2023-10-22 17:31:21,손흥민하고 김민재 같이 s급이라는 손뽕이 젤 웃김
2023-10-22 17:31:18,왜 일뽕새끼들은 이중적이냐?
2023-10-22 17:31:17,수비수가 윙어보다는 그래도 오래뛰는 편아닌가
2023-10-22 17:31:02,이거 어케씀?
2023-10-22 17:30:53,갈락티코 2기 이때맞음?
2023-10-22 17:30:36,걍 외국인들 선수티어 보면 손흥민 항상 WorldClass
2023-10-22 17:30:32,일뽕들 왜 김민재한테 열폭함?
2023-10-22 17:30:29,일본이 손흥민 인정한거? 언제냐고?
2023-10-22 17:30:19,네이마르 바르사에 계속 남았으면 
2023-10-22 17:30:16,일뽕씹덕은 걍 뒤져야함
2023-10-22 17:30:13,난 아무리 그래도 범죄자는 못빨겠다
2023-10-22 17:29:54,니들 둘중에 뭔선택함? 민재 챔스우승3번 vs 쏘니 리그 우승 1회
2023-10-22 17:29:48,인터 마이애미 ㅅㅂ ㅋㅋㅋㅋ 바르샤 노인정이냐고
2023-10-22 17:29:47,일본인들 토미야스 드립은 그냥 열등감인거 같음
2023-10-22 17:29:46,김민재 무슨 전사 같다
2023-10-22 17:29:37,오타니로 태어날래 손흥민으로 태어날래?
2023-10-22 17:29:36,민재>월베급선수.   흥민> 월베5군급
2023-10-22 17:29:34,손뽕들 김민재깔려고 일본선수 빠는거같은데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2023-10-22 17:29:31,고트 레벨은 무조건 발이 빨라야됌
2023-10-22 17:29:28,국뽕 두유노 김치같은 외국인한테 빌빌기는거 존나 싫어하는데
2023-10-22 17:29:19,솔직히 손흥민은 리그 득점왕이랑 유럽 200골로 압도적 위상 아님?
2023-10-22 17:28:48,어느나라나 국뽕은있는데
2023-10-22 17:28:41,민짜이는 S급이 맞아
2023-10-22 17:28:37,걔가 잘했으면 뮌헨 갔겠지 ㅋㅋㅋㅋㅋㅋㅋ
2023-10-22 17:28:35,챔스만 들면 뮌헨 선택한거 베스트인거 같은데
2023-10-22 17:28:34,념글봤는데 그냥 이새끼가 한국축구 대들보임
2023-10-22 17:28:30,김민재는 96년생 1위로 뽑은 espn평가가 정확함
2023-10-22 17:27:51,근데 네이마르가 ㄹㅇ 기술은 좋은거같다
2023-10-22 17:27:26,희찬이 어시스트하고 벤치로 뛰었네 ㅋㅋㅋ
2023-10-22 17:27:07,근데 일본인만 김민재 저평가하는게 아니고 한국 대중들도
2023-10-22 17:27:05,김민재는 해외에서 이미 s급 인정받는데 시간 지나봐라
2023-10-22 17:26:54,???: 쪽바리  원숭이 새끼들이 민재를 어케 뚫어
2023-10-22 17:26:30,손뽕들은 토트넘>뮌헨이라 생각하는거임?
2023-10-22 17:26:28,앰토마 잘생겼다는새끼들은 ㄹㅇ
2023-10-22 17:26:25,역시 일뽕=손뽕이라니까
2023-10-22 17:26:11,헬스장에서 찌찌 까고다니는 새끼들은 뭐임?
2023-10-22 17:26:05,와 이강인 진짜 최속 31이네 
